id_cliente,nome,data_nascimento,genero,cidade_residencia,estado_residencia,profissao,renda_mensal,nivel_educacional,qtd_dependentes,data_cadastro
C01975,Luiz Fernando Almeida,2000-04-01,Feminino,Londrina,PR,Servente-de-obras,19437.7,Técnico,2,2025-01-06
C01976,Juan Carvalho,1988-03-05,Masculino,Londrina,PR,Técnico de som,16292.16,Pós,3,2021-07-22
C01977,Dr. Luigi da Paz,2000-11-15,Outro,Londrina,PR,Homeopata,3577.84,Pós,2,2023-01-26
C01978,Marcela Barros,1998-09-30,Masculino,Londrina,PR,Escriturário,4079.33,Técnico,1,2023-10-07
C01979,Juliana da Costa,1947-12-13,Feminino,Londrina,PR,Ecólogo,1958.72,Técnico,1,2025-05-20
C01980,Helena da Cunha,1959-05-06,Masculino,Londrina,PR,Tintureiro,9750.49,Fundamental,2,2023-12-01
C01981,Marina Nunes,1972-08-27,Masculino,Londrina,PR,General,12750.8,Médio,2,2021-12-27
C01982,Diego Cunha,1977-02-18,Outro,Londrina,PR,Militar do Exército,5609.66,Superior,2,2024-03-20
C01983,Sr. Nathan Cardoso,1947-07-14,Masculino,Londrina,PR,Profissional de comércio exterior,3046.41,Pós,2,2024-03-28
C01984,Gustavo Oliveira,1960-12-26,Outro,Londrina,PR,Hostess,19216.04,Técnico,2,2022-12-24
C01985,Sra. Isadora Monteiro,1969-12-19,Masculino,Londrina,PR,Bombeiro,10573.61,Técnico,6,2023-01-22
C01986,Dra. Mariana da Paz,1997-03-15,Outro,Londrina,PR,Separador,18952.94,Superior,0,2023-10-30
C01987,Davi Luiz Santos,1964-08-19,Masculino,Londrina,PR,Frentista,14745.33,Pós,2,2021-08-01
C01988,Camila Souza,1999-07-16,Feminino,Londrina,PR,Jóquei,8397.38,Superior,2,2025-06-19
C01989,Luiz Fernando da Cunha,1991-09-03,Feminino,Londrina,PR,Perfumista,7199.58,Pós,0,2020-12-22
C01990,Ana Luiza Pires,1984-09-08,Outro,Londrina,PR,Engenheiro de segurança do trabalho,3120.57,Pós,2,2023-07-11
C01991,Dr. Matheus Duarte,2003-05-05,Feminino,Londrina,PR,Senador,16368.18,Superior,1,2023-10-02
C01992,Sr. Cauã Almeida,1960-03-16,Outro,Londrina,PR,Classificador contábil,19451.67,Pós,1,2024-03-12
C01993,Melissa Costela,2003-05-15,Feminino,Londrina,PR,Broker/Corretor da bolsa de valores,4082.0,Técnico,4,2021-01-09
C01994,Sr. Juan Rocha,1979-10-06,Masculino,Londrina,PR,Otorrinolaringologista,4157.33,Superior,3,2021-06-11
C01995,Fernanda Teixeira,1961-01-10,Outro,Londrina,PR,Obstetra,19752.81,Fundamental,1,2022-12-30
C01996,Rodrigo Oliveira,1971-09-17,Outro,Londrina,PR,Tecnólogo em desenvolvimento social,15488.11,Fundamental,0,2024-07-08
C01997,Juliana Gonçalves,1980-09-18,Feminino,Londrina,PR,Cineasta,13317.91,Superior,0,2025-01-03
C01998,Yasmin Cavalcanti,2002-08-22,Masculino,Londrina,PR,Epidemiólogo,11782.56,Técnico,0,2022-08-18
C01999,Ana Beatriz Araújo,1976-08-26,Masculino,Londrina,PR,Tecnólogo em geoprocessamento,5186.26,Pós,2,2024-11-12
C02000,Eloah Rodrigues,1954-09-13,Outro,Londrina,PR,Boxeador,10575.83,Superior,2,2020-09-13
C02001,Nina Moreira,1969-09-22,Outro,Londrina,PR,Engenheiro sanitarista,7122.42,Técnico,5,2021-08-06
C02002,Ana Júlia Ferreira,1977-10-21,Feminino,Londrina,PR,Repositor,5653.62,Fundamental,1,2021-04-17
C02003,Igor da Mota,1950-09-02,Feminino,Londrina,PR,Instrumentador cirúrgico,7053.13,Pós,0,2021-06-16
C02004,Dr. Caio da Conceição,1948-03-07,Outro,Londrina,PR,Ufólogo,13819.4,Superior,1,2023-02-08
C02005,Breno Souza,1970-03-02,Masculino,Londrina,PR,Argumentista,10599.9,Médio,2,2021-12-09
C02006,Rafaela Santos,1974-09-08,Masculino,Londrina,PR,Surfista,15647.29,Pós,1,2024-08-01
C02007,Isis da Rocha,1952-09-08,Masculino,Londrina,PR,Vistoriador de sinistros,12579.49,Superior,3,2022-11-14
C02008,Dr. Pietro Almeida,1978-10-06,Feminino,Londrina,PR,Comissário de bordo,11963.13,Superior,2,2022-04-11
C02009,Benício Cardoso,1946-03-08,Outro,Londrina,PR,Endodontista,10306.75,Fundamental,1,2023-09-29
C02010,Lavínia da Conceição,1983-11-21,Outro,Londrina,PR,Engenheiro naval,15059.71,Fundamental,3,2022-04-27
C02011,Cauê Araújo,1989-05-10,Feminino,Londrina,PR,Promotor de eventos,4512.67,Fundamental,0,2020-09-22
C02012,Davi Luiz Dias,1957-02-23,Feminino,Londrina,PR,Catador de material reciclável,10029.31,Médio,0,2021-06-05
C02013,Lucas Gabriel Caldeira,2006-04-12,Masculino,Londrina,PR,Intérprete e tradutor de língua de sinais,2478.43,Superior,1,2023-07-19
C02014,Marina Farias,1989-09-06,Outro,Londrina,PR,Teólogo,18373.94,Superior,4,2023-01-19
C02015,Dra. Ana Clara Monteiro,1982-09-28,Feminino,Londrina,PR,Coloproctologista,6895.79,Fundamental,2,2021-05-22
C02016,Clarice Caldeira,2000-08-23,Masculino,Londrina,PR,Conferente de expedição,15679.19,Médio,0,2020-07-26
C02017,Vitor Hugo Monteiro,1975-10-26,Masculino,Londrina,PR,Levantador de peso,12577.11,Médio,1,2022-01-04
C02018,Enrico Barros,1960-07-09,Feminino,Londrina,PR,Relações públicas,17640.2,Superior,1,2023-01-10
C02019,Larissa Teixeira,1949-07-01,Outro,Londrina,PR,Gestor público,14412.4,Superior,2,2022-12-24
C02020,Theo da Mota,1966-08-07,Outro,Londrina,PR,Chapeiro,12230.86,Médio,3,2022-11-03
C02021,Yago Moraes,1982-02-23,Masculino,Londrina,PR,Microfonista,11086.16,Superior,3,2020-08-13
C02022,Lucas Lopes,1949-02-20,Feminino,Londrina,PR,Assistente de direção,9121.9,Médio,3,2021-03-16
C02023,Vitor Hugo Nascimento,1966-12-21,Masculino,Londrina,PR,Engenheiro metalúrgico,4359.27,Médio,1,2022-09-10
C02024,Natália da Mata,1957-10-01,Masculino,Londrina,PR,Jogador de badminton,16209.47,Técnico,1,2023-09-30
C02025,Gustavo Fogaça,1986-06-09,Outro,Londrina,PR,Pintor,16881.2,Técnico,1,2022-08-26
C02026,Murilo Ribeiro,1960-09-28,Outro,Londrina,PR,Enfermeiro,14682.12,Fundamental,0,2022-06-18
C02027,Levi Caldeira,1998-10-18,Feminino,Londrina,PR,Figurinista,18446.58,Fundamental,2,2024-06-21
C02028,Júlia Moura,1963-04-12,Masculino,Londrina,PR,Auxiliar de reprografia,18583.08,Pós,1,2020-10-01
C02029,Henrique Dias,1955-09-16,Feminino,Londrina,PR,Mecânico,14284.44,Médio,3,2024-10-20
C02030,Guilherme Dias,1975-10-10,Feminino,Londrina,PR,Microfonista,17959.94,Técnico,2,2021-03-26
C02031,Ana Julia Campos,2003-10-07,Feminino,Londrina,PR,Cartógrafo,4685.83,Superior,1,2025-06-29
C02032,João Felipe da Costa,1998-01-12,Outro,Londrina,PR,Astrônomo,16569.62,Médio,1,2024-06-02
C02033,Mariane Pinto,1989-03-22,Outro,Londrina,PR,Escultor,4133.65,Médio,2,2025-03-19
C02034,Emanuelly Cardoso,2002-06-14,Masculino,Londrina,PR,Cortador de cana-de-açucar,5382.06,Fundamental,0,2022-08-11
C02035,Davi Pereira,1983-05-05,Outro,Londrina,PR,Engraxate,15615.94,Fundamental,3,2023-09-03
C02036,Isaac Barros,1974-12-26,Masculino,Londrina,PR,Pecuarista,15831.81,Pós,1,2023-05-29
C02037,Dr. Enrico Costa,1993-01-18,Masculino,Londrina,PR,Montador de negativos,3494.62,Técnico,0,2025-06-30
C02038,João Guilherme da Cruz,2004-03-07,Masculino,Londrina,PR,Serventuário,10178.02,Superior,0,2021-12-12
C02039,Nicolas Gonçalves,1983-03-10,Masculino,Londrina,PR,Cartógrafo,7080.45,Fundamental,1,2023-01-25
C02040,Gabriel Teixeira,2002-05-01,Masculino,Londrina,PR,Ascensorista,15973.86,Técnico,0,2025-04-11
C02041,Agatha Martins,1954-12-13,Outro,Londrina,PR,Promotor de eventos,18171.74,Médio,2,2021-05-20
C02042,Dra. Lorena Martins,1949-03-09,Feminino,Londrina,PR,Representante comercial,2041.29,Médio,1,2023-02-09
C02043,Gabriela Peixoto,1949-05-01,Outro,Londrina,PR,Mototaxista,18924.13,Técnico,0,2023-10-28
C02044,Maria Julia Mendes,1979-10-18,Feminino,Londrina,PR,Passador,4470.31,Técnico,0,2021-10-10
C02045,Sabrina Silva,1945-03-07,Outro,Londrina,PR,Profissional de relações públicas,12839.69,Técnico,1,2023-02-09
C02046,Joaquim Porto,1994-03-13,Masculino,Londrina,PR,Anestesiologista,3333.46,Técnico,0,2024-01-13
C02047,Enzo da Cruz,1958-08-12,Masculino,Londrina,PR,Taifeiro,11283.52,Médio,2,2025-02-21
C02048,Thomas das Neves,1961-08-07,Feminino,Londrina,PR,Designer de moda,4677.81,Técnico,1,2025-04-09
C02049,Mariane Porto,1949-04-26,Outro,Londrina,PR,Zootecnista,3325.69,Médio,2,2021-08-10
C02050,Bianca da Mota,1997-04-18,Outro,Londrina,PR,Técnico em radiologia,17248.99,Pós,1,2020-08-27
C02051,Danilo Nascimento,1980-03-12,Outro,Londrina,PR,Governanta,12403.54,Pós,0,2025-03-12
C02052,Samuel da Rocha,2002-07-07,Masculino,Londrina,PR,Ourives,4845.7,Superior,1,2021-08-21
C02053,Sr. Marcelo Peixoto,1972-11-21,Feminino,Londrina,PR,Assessor parlamentar,5464.07,Médio,6,2022-07-28
C02054,André Vieira,2007-05-07,Masculino,Londrina,PR,Gestor ambiental,15586.07,Superior,2,2022-02-02
C02055,Breno da Mota,1969-07-11,Feminino,Londrina,PR,Guincheiro,3540.85,Médio,1,2024-10-13
C02056,Ana Vitória da Rosa,1969-06-19,Feminino,Londrina,PR,Músico,14537.52,Técnico,2,2023-08-25
C02057,Dra. Clarice Ribeiro,1964-01-18,Masculino,Londrina,PR,Técnico em tratamento de água,3021.59,Pós,3,2022-05-09
C02058,Breno Freitas,1959-10-18,Feminino,Londrina,PR,Jogador de vôlei,6746.81,Técnico,1,2024-11-22
C02059,Sr. Lucas Gabriel Araújo,1965-01-26,Feminino,Londrina,PR,Tecnólogo em produção moveleira,14210.36,Pós,3,2025-03-21
C02060,Luiz Henrique Nascimento,1961-09-16,Outro,Londrina,PR,Profissional de manutenção industrial,9034.72,Pós,0,2020-07-20
C02061,Gabrielly Moura,1949-02-05,Masculino,Londrina,PR,Flautista,18052.96,Pós,2,2022-02-04
C02062,Isis Porto,1966-09-15,Outro,Londrina,PR,Comerciante,8297.67,Fundamental,0,2020-08-10
C02063,Letícia da Mata,1963-08-02,Feminino,Londrina,PR,Cientista político,13933.77,Pós,3,2023-06-06
C02064,Olivia Ferreira,1965-07-07,Outro,Londrina,PR,Comissário de bordo,13683.14,Fundamental,2,2023-06-06
C02065,Felipe Pereira,1956-07-24,Masculino,Londrina,PR,Tecnólogo em processos químicos,8804.01,Técnico,4,2021-07-19
C02066,Enzo Vieira,1973-10-25,Masculino,Campinas,SP,Corregedor de justiça,15216.49,Médio,1,2023-09-24
C02067,Vinicius das Neves,1965-04-27,Feminino,Londrina,PR,Impressor,19541.34,Superior,3,2022-03-31
C02068,Sarah Carvalho,1985-09-25,Outro,Londrina,PR,Cartazeiro,17114.55,Pós,0,2021-08-18
C02069,Sr. Enzo Gabriel Fernandes,1979-10-17,Masculino,Londrina,PR,Agente funerário,17005.02,Pós,2,2024-12-31
C02070,Leandro Mendes,1982-02-19,Outro,Londrina,PR,Embalador,15670.49,Técnico,1,2022-10-24
C02071,Isaac Pires,1979-05-26,Outro,Londrina,PR,Físico,18949.66,Superior,1,2023-02-12
C02072,Felipe Cardoso,1991-07-05,Outro,Londrina,PR,Tecnólogo em negócios imobiliários,12658.56,Pós,0,2022-08-14
C02073,Yuri Cunha,1947-08-21,Outro,Londrina,PR,Encanador,6659.48,Pós,1,2024-09-22
C02074,Bryan Duarte,1947-03-03,Masculino,Londrina,PR,Fiscal,6137.76,Pós,0,2024-08-14
C02075,Helena Moura,1951-06-22,Outro,Londrina,PR,Corregedor de justiça,18934.46,Fundamental,0,2023-01-27
C02076,Kaique Barbosa,1998-08-26,Outro,Londrina,PR,Gerente de vendas,2477.77,Fundamental,2,2024-12-28
C02077,Sofia Lopes,1966-06-11,Outro,Londrina,PR,Médico geneticista,1994.85,Médio,0,2021-05-11
C02078,Maria Clara Araújo,1948-05-06,Outro,Londrina,PR,Cerimonialista,14065.28,Médio,0,2024-07-26
C02079,Nathan Lopes,1948-08-21,Outro,Londrina,PR,Técnico em óptica,13029.8,Fundamental,3,2022-07-10
C02080,Luiz Felipe Melo,1950-04-02,Outro,Londrina,PR,Rebarbador de metal,15700.08,Pós,2,2020-08-28
C02081,Maria Fernanda Moreira,1969-12-22,Feminino,Londrina,PR,Telefonista,13748.72,Pós,1,2022-06-30
C02082,Maria Vitória da Costa,1984-08-05,Feminino,Londrina,PR,Prensista,11535.11,Técnico,4,2023-08-19
C02083,Sra. Juliana Mendes,1958-01-12,Masculino,Londrina,PR,Controller,19122.74,Fundamental,2,2022-11-08
C02084,Bruna da Luz,1987-06-24,Masculino,Londrina,PR,Violonista,8597.15,Superior,3,2024-05-15
C02085,Benício Jesus,1948-01-19,Feminino,Londrina,PR,Lavador,9687.29,Fundamental,2,2021-12-04
C02086,Daniela Sales,1967-12-28,Masculino,Londrina,PR,Engenheiro de computação,11798.33,Superior,1,2024-02-28
C02087,Thales Correia,1977-05-26,Outro,Londrina,PR,Profissional de tecnologia de laticínios,4536.67,Pós,2,2025-01-05
C02088,Dr. Vinicius Barbosa,1972-01-12,Feminino,Londrina,PR,Administrador de redes,14740.88,Pós,3,2021-08-06
C02089,Maria Eduarda Cardoso,1975-07-14,Masculino,Londrina,PR,Pára-quedista,12023.82,Pós,2,2024-03-11
C02090,Davi Viana,1976-07-04,Outro,Londrina,PR,Gestor de tecnologia da informação,14179.42,Técnico,1,2022-09-01
C02091,Stephany das Neves,1976-09-08,Feminino,Londrina,PR,Restaurador,11901.73,Médio,2,2020-09-28
C02092,Catarina Monteiro,1963-05-28,Masculino,Londrina,PR,Figurinista,8740.62,Pós,2,2022-02-22
C02093,Agatha Duarte,1991-12-21,Feminino,Londrina,PR,Carpinteiro,12913.38,Superior,1,2021-05-31
C02094,Lorena Silveira,2001-11-19,Feminino,Londrina,PR,Quadrinista,7428.93,Fundamental,1,2021-05-12
C02095,Ana Júlia da Mota,1960-05-25,Masculino,Londrina,PR,Engenheiro químico,3871.66,Superior,0,2022-08-06
C02096,Ryan da Mota,1987-06-09,Outro,Londrina,PR,Jogador de boliche,12303.39,Superior,1,2023-08-28
C02097,Olivia Ribeiro,1963-12-19,Masculino,Londrina,PR,Engenheiro de manufatura,9420.74,Superior,0,2021-06-29
C02098,Pedro Henrique Ribeiro,1990-09-05,Feminino,Londrina,PR,Encanador,2544.31,Médio,2,2023-08-24
C02099,Helena Gonçalves,1992-03-14,Masculino,Londrina,PR,Comandante,13489.53,Técnico,2,2022-07-18
C02100,Leandro Sales,1948-04-04,Outro,Londrina,PR,Profissional de marketing,2711.75,Superior,2,2024-06-25
C02101,Fernando da Costa,2007-01-29,Feminino,Londrina,PR,Cientista da informação e documentação,4640.92,Técnico,0,2023-10-30
C02102,Luiz Gustavo Novaes,1960-09-05,Masculino,Londrina,PR,Eletricista,10026.82,Pós,2,2021-05-29
C02103,Sra. Maria Monteiro,1953-11-26,Outro,Londrina,PR,Ascensorista,18176.08,Superior,2,2021-04-30
C02104,Antônio da Costa,1976-09-27,Outro,Londrina,PR,Engenheiro acústico,10189.45,Fundamental,3,2021-12-23
C02105,Dr. Joaquim da Costa,1965-04-11,Feminino,Londrina,PR,Ortodontista,12051.54,Superior,3,2021-02-09
C02106,Manuela da Mata,1982-04-21,Masculino,Londrina,PR,Jogador de vôlei,16454.04,Fundamental,3,2021-08-17
C02107,Emanuelly da Cunha,1953-09-09,Outro,Londrina,PR,Militar da Marinha,5309.3,Pós,2,2021-03-25
C02108,Dr. Leonardo Gomes,1955-07-15,Outro,Londrina,PR,Líder comunitário,7781.48,Técnico,2,2021-02-15
C02109,Heloísa Dias,1990-08-09,Feminino,Londrina,PR,Lactarista hospitalar,19434.41,Médio,0,2022-02-02
C02110,Maria Vitória Costa,1963-05-24,Outro,Londrina,PR,Leiloeiro,17175.68,Fundamental,2,2025-07-01
C02111,Yuri Monteiro,1960-01-06,Outro,Londrina,PR,Velejador,5460.48,Superior,2,2024-06-05
C02112,Pedro Henrique Ribeiro,1977-06-16,Feminino,Londrina,PR,Agente de combate à endemias,19930.21,Pós,2,2023-05-12
C02113,Mariana Moraes,1993-04-26,Masculino,Londrina,PR,Jangadeiro,13054.59,Fundamental,0,2024-07-27
C02114,Sra. Ana Castro,1985-04-08,Outro,Londrina,PR,Engenheiro de transportes,3252.57,Superior,0,2024-09-03
C02115,Dr. Vitor Hugo Cardoso,1998-03-06,Masculino,Londrina,PR,Guardador de veículos,11978.92,Técnico,2,2022-05-06
C02116,Luiz Henrique Mendes,1961-05-17,Feminino,Londrina,PR,Diarista,5380.17,Fundamental,1,2021-04-23
C02117,Rodrigo da Mota,1986-06-30,Feminino,Londrina,PR,Vendedor,10835.83,Superior,2,2023-05-12
C02118,Dr. Paulo da Luz,1960-12-11,Outro,Londrina,PR,Encarregado de manutenção predial,11489.03,Médio,2,2022-10-26
C02119,Marcela Gonçalves,2003-02-11,Feminino,Londrina,PR,Massagista,6148.4,Técnico,4,2025-06-29
C02120,Danilo Novaes,1949-02-28,Outro,Londrina,PR,Agente de defesa sanitária animal,15623.68,Médio,0,2023-07-12
C02121,Thiago Vieira,1965-08-06,Masculino,Londrina,PR,Feirante,13115.11,Técnico,1,2020-12-14
C02122,Vitor Hugo Santos,1952-11-23,Masculino,Londrina,PR,Matemático,12171.6,Médio,0,2021-05-07
C02123,Stephany Lopes,2006-05-16,Outro,Londrina,PR,Pastilheiro,18854.91,Superior,0,2023-01-01
C02124,Lorenzo Barros,1998-10-22,Outro,Londrina,PR,Dublê,11355.31,Técnico,0,2023-05-15
C02125,Ana Lívia da Rocha,1991-12-10,Feminino,Londrina,PR,Parteira tradicional,18790.76,Fundamental,1,2021-09-16
C02126,Ana Laura Lima,1957-10-23,Masculino,Londrina,PR,Engenheiro agrimensor,8239.08,Médio,2,2023-03-03
C02127,Maria Fernanda Barbosa,1945-07-13,Masculino,Londrina,PR,Empacotador,15309.02,Superior,0,2023-08-18
C02128,Pietra Fogaça,1950-07-01,Feminino,Londrina,PR,Acompanhante,9089.81,Fundamental,1,2020-10-29
C02129,Davi Luiz Moreira,1955-08-23,Masculino,Londrina,PR,Artista de circo,17150.39,Superior,3,2025-01-14
C02130,João Lucas da Mata,2005-02-15,Feminino,Londrina,PR,Segurança particular,13451.79,Superior,1,2021-07-28
C02131,Enzo Gabriel Pereira,1963-08-28,Outro,Londrina,PR,Velejador,5868.4,Médio,3,2022-07-29
C02132,Samuel Fogaça,1983-02-25,Masculino,Londrina,PR,Jornalista,5050.45,Médio,3,2025-06-14
C02133,Srta. Valentina Campos,1970-02-20,Feminino,Londrina,PR,Repórter,10086.95,Técnico,2,2024-05-04
C02134,Leandro Cunha,1987-09-11,Feminino,Londrina,PR,Cineasta,13468.06,Fundamental,1,2021-06-27
C02135,Lorena da Cunha,1992-03-24,Masculino,Londrina,PR,Adestrador de animais,6545.17,Fundamental,1,2022-04-14
C02136,Julia Melo,1949-02-18,Feminino,Londrina,PR,Metalúrgico,13685.41,Médio,1,2023-11-01
C02137,Marcos Vinicius Novaes,1952-01-16,Masculino,Londrina,PR,Atleta de tiro com arco,19330.06,Pós,1,2022-08-09
C02138,Raquel da Costa,2002-09-22,Masculino,Londrina,PR,Tecnólogo em jogos digitais,2523.55,Fundamental,0,2024-08-17
C02139,Sr. Vitor Hugo da Costa,1976-04-25,Outro,Londrina,PR,Tecnólogo em processos químicos,7012.61,Fundamental,2,2022-02-15
C02140,Danilo Rocha,1956-03-29,Feminino,Londrina,PR,Ginecologista,18090.31,Fundamental,1,2023-12-24
C02141,Anthony Monteiro,1950-09-09,Outro,Londrina,PR,Jornaleiro,17090.88,Médio,3,2022-05-09
C02142,Vicente Novaes,1969-07-10,Outro,Londrina,PR,Conferente de expedição,15087.89,Fundamental,2,2023-06-28
C02143,Ana Lívia Campos,1970-02-18,Outro,Londrina,PR,Ferreiro,16836.16,Técnico,2,2024-09-09
C02144,Srta. Gabrielly Santos,1961-03-01,Feminino,Londrina,PR,Optometrista,17864.45,Médio,0,2024-08-30
C02145,Ana Sophia Melo,1989-11-05,Masculino,Londrina,PR,Cobrador de pedágio,15804.03,Superior,2,2021-07-15
C02146,Fernando Pinto,1989-08-05,Outro,Londrina,PR,Motofrete,15138.87,Médio,1,2024-02-05
C02147,Bruno Monteiro,1949-12-18,Feminino,Londrina,PR,Jornalista,5533.16,Fundamental,3,2021-01-04
C02148,Caroline Silva,1953-10-07,Masculino,Londrina,PR,Personal stylist,19443.58,Pós,2,2022-02-17
C02149,Juliana Cunha,1945-12-21,Feminino,Londrina,PR,Jogador de basquete,17463.65,Fundamental,0,2020-09-27
C02150,Fernando Pinto,2003-03-28,Outro,Londrina,PR,Terapeuta floral,8432.04,Fundamental,4,2022-08-31
C02151,Levi Azevedo,1963-08-03,Outro,Londrina,PR,Obstetra,9339.95,Médio,2,2022-02-18
C02152,Nicole Nogueira,1957-05-16,Feminino,Londrina,PR,Mensageiro,17769.52,Médio,3,2024-05-21
C02153,Gustavo Almeida,1997-08-08,Feminino,Londrina,PR,Contramestre em transporte marítimo,14739.92,Superior,0,2025-04-22
C02154,Stephany Pires,2000-01-12,Outro,Londrina,PR,Engenheiro agrônomo,19385.9,Técnico,1,2024-08-14
C02155,Pietro Barbosa,1997-12-06,Outro,Londrina,PR,Headhunter,13751.13,Fundamental,2,2024-04-20
C02156,Heloísa Cunha,1950-04-21,Outro,Londrina,PR,Flanelinha,5934.0,Técnico,2,2020-12-12
C02157,João Miguel Carvalho,2007-03-23,Feminino,Londrina,PR,Prático,13320.56,Superior,1,2024-05-12
C02158,Felipe Oliveira,1965-01-27,Outro,Londrina,PR,Controlador de vôo,3757.99,Médio,1,2023-03-04
C02159,Ana Júlia da Costa,1994-12-16,Feminino,Londrina,PR,Engenheiro de computação,8686.71,Pós,1,2021-02-02
C02160,Yago Barros,1965-02-25,Feminino,Londrina,PR,Lapidário,7066.43,Médio,2,2025-06-15
C02161,Lucas Gabriel Gonçalves,1956-09-18,Masculino,Londrina,PR,Tecnólogo em produção Sucroalcooleira,17399.21,Médio,3,2024-01-11
C02162,Cecília Martins,1996-01-28,Feminino,Londrina,PR,Imunologista,13180.02,Pós,3,2025-03-10
C02163,Maitê Pires,1987-03-21,Masculino,Londrina,PR,Tosador,6569.68,Fundamental,1,2025-02-11
C02164,Yago Souza,1947-10-31,Feminino,Londrina,PR,Tecnólogo em esporte e lazer,10215.19,Pós,1,2024-01-06
C02165,Gabrielly Fernandes,1962-02-26,Feminino,Londrina,PR,Promotor de eventos,14771.64,Fundamental,1,2025-04-27
C02166,Sra. Eduarda Pires,1982-10-31,Masculino,Londrina,PR,Engenheiro de projetos,14421.92,Técnico,3,2023-08-23
C02167,Srta. Maria Cecília Fernandes,1961-07-10,Feminino,Londrina,PR,Coach,9286.1,Técnico,3,2024-01-04
C02168,Maria Vitória Souza,2000-09-29,Feminino,Londrina,PR,Motorista,9885.34,Fundamental,2,2024-05-31
C02169,Sr. Arthur Moraes,1962-05-12,Masculino,Londrina,PR,Boticário,13365.4,Médio,1,2024-05-16
C02170,Helena Porto,1981-11-10,Feminino,Londrina,PR,Oficial de justiça,16133.86,Médio,0,2025-06-20
C02171,Sophia Duarte,1944-09-16,Feminino,Londrina,PR,Patinador,5201.39,Superior,1,2023-08-31
C02172,Dr. Yuri Moura,1997-03-29,Outro,Londrina,PR,Geriatra,3021.29,Médio,1,2021-05-23
C02173,Dr. Antônio Gonçalves,1975-08-20,Outro,Londrina,PR,Psicopedagogo,14700.93,Médio,1,2025-03-31
C02174,João Lucas Pinto,1952-06-09,Outro,Londrina,PR,Pneumologista,14186.44,Superior,2,2024-03-02
C02175,Sra. Rafaela Novaes,1983-01-18,Feminino,Londrina,PR,Restaurador,17659.86,Médio,3,2020-08-20
C02176,Sra. Maria Eduarda Vieira,2006-07-07,Masculino,Londrina,PR,Agente penitenciário,14218.14,Superior,3,2021-02-26
C02177,Melissa Monteiro,1953-06-08,Feminino,Londrina,PR,Ministro,5175.28,Pós,1,2022-05-20
C02178,Otávio da Mota,1994-06-30,Masculino,Londrina,PR,Gandula,8779.64,Pós,2,2020-08-06
C02179,Dr. Nicolas da Cruz,1981-09-29,Outro,Londrina,PR,Podólogo,5653.01,Fundamental,1,2020-11-25
C02180,Rodrigo Caldeira,1993-10-23,Outro,Londrina,PR,Ajudante de produção,13471.47,Médio,2,2021-01-04
C02181,Sra. Sabrina Peixoto,1990-04-02,Masculino,Londrina,PR,Instalador de linha telefônica,19521.36,Médio,0,2023-09-13
C02182,Ana Luiza Fogaça,1953-07-21,Outro,Londrina,PR,Técnico em segurança do trabalho,17258.87,Fundamental,1,2020-08-16
C02183,Thomas Fernandes,1970-07-26,Outro,Londrina,PR,Repórter,9434.71,Superior,0,2023-02-27
C02184,Luna da Rosa,1964-03-10,Masculino,Londrina,PR,Ortopedista,19223.61,Médio,1,2021-12-30
C02185,Srta. Ana Beatriz da Paz,1970-09-27,Outro,Londrina,PR,Farmacêutico,3670.98,Técnico,1,2022-01-31
C02186,Maria Alice Ribeiro,1997-02-21,Feminino,Londrina,PR,Frentista,16804.26,Pós,1,2025-03-11
C02187,Milena da Luz,1993-09-09,Masculino,Londrina,PR,Biomédico,14700.93,Médio,0,2022-07-13
C02188,Eduardo Viana,1977-04-25,Feminino,Londrina,PR,Prefeito,6827.3,Pós,2,2022-08-05
C02189,Srta. Heloísa Rezende,1957-10-29,Masculino,Londrina,PR,Remador,9479.21,Médio,1,2021-01-19
C02190,Mirella Dias,1983-12-16,Masculino,Londrina,PR,Penhorista,19911.34,Superior,3,2022-07-24
C02191,Marcos Vinicius Viana,1999-02-01,Outro,Londrina,PR,Mestre-de-obras,5003.22,Médio,0,2022-11-29
C02192,Lavínia Araújo,1978-10-03,Masculino,Londrina,PR,Neonatologista,2032.3,Superior,1,2022-10-03
C02193,Sr. Kaique Lopes,1983-11-17,Outro,Londrina,PR,Educador,9843.07,Médio,4,2025-01-15
C02194,Renan Pereira,1991-07-13,Outro,Londrina,PR,Cientista,14158.94,Pós,1,2021-07-21
C02195,Sra. Isis da Cunha,1946-05-20,Masculino,Londrina,PR,Crítico,10174.31,Superior,0,2024-09-25
C02196,Dr. Lucas Gabriel Caldeira,1972-04-08,Outro,Londrina,PR,Dialoguista,8854.76,Médio,1,2021-12-31
C02197,Mariane Moreira,2004-09-07,Feminino,Londrina,PR,Ginasta rítmica,14606.38,Técnico,1,2024-01-25
C02198,Fernanda Mendes,1963-10-28,Masculino,Londrina,PR,Camelô,3262.67,Fundamental,2,2024-11-17
C02199,Lorena Mendes,2001-04-09,Feminino,Londrina,PR,Numerólogo,18724.7,Pós,2,2022-02-28
C02200,Pedro Lucas da Mata,1945-07-20,Feminino,Londrina,PR,Artesão,19939.68,Técnico,3,2023-11-18
C02201,Davi Lucca Silveira,1952-11-29,Outro,Londrina,PR,Contador,16482.28,Fundamental,3,2023-11-03
C02202,Leandro Teixeira,1957-06-11,Outro,Londrina,PR,Diagramador,12963.67,Superior,2,2021-01-26
